athlete_full_name,games_participations,first_game,athlete_year_birth,athlete_medals,athletes_age
Hellmut SEIBT,2,St. Moritz 1948,1929.0,"


1

S

",94
James GROGAN,2,St. Moritz 1948,1931.0,"


1

B

",92
Kurt OPPELT,2,Oslo 1952,1932.0,"


1

G

",91
Ralph Liggett Jr. EVANS,1,London 1948,1924.0,"


1

S

",99
Mario GHELLA,1,London 1948,1929.0,"


1

G

",94
Reginald Hargreaves HARRIS,1,London 1948,1920.0,"


2

S

",103
Axel Carl SCHANDORFF,1,London 1948,1925.0,"


1

B

",98
Jacques DUPONT,1,London 1948,1928.0,"


1

G



1

B

",95
Pierre NIHANT,1,London 1948,1925.0,"


1

S

",98
Thomas Charles GODWIN,1,London 1948,1920.0,"


2

B

",103
Arthur Edwin COOK,1,London 1948,1928.0,"


1

G

",95
Walter TOMSEN,1,London 1948,1912.0,"


1

S

",111
Jonas JONSSON,1,London 1948,1903.0,"


1

B

",120
Willy RÖGEBERG,3,Paris 1924,1905.0,"


1

G



1

B

",118
Gustavo HUET BOBADILLA,3,Los Angeles 1932,1912.0,"


1

S

",111
Erik SAETTER-LASSEN,4,Antwerp 1920,1892.0,"


1

G

",131
Emil GRÜNIG,1,London 1948,1915.0,"


1

G

",108
Sven LUNDQUIST,1,London 1948,1920.0,"


1

B

",103
Bruce Ira HARLAN,1,London 1948,1926.0,"


1

G



1

S

",97
Heikki Ilmari NIEMELÄINEN,2,Berlin 1936,1910.0,"


1

B

",113
Vicki DRAVES,1,London 1948,1924.0,"


2

G

",99
Patricia Anne ELSENER,1,London 1948,1929.0,"


1

S



1

B

",94
Eduardo G. RISSO,2,London 1948,1925.0,"


1

S

",98
Romolo CATASTA,1,London 1948,1923.0,"


1

B

",100
Karen HOFF,1,London 1948,1921.0,"


1

G

",102
Friederike SCHWINGL,1,London 1948,1921.0,"


1

B

",102
Johan Frederik Kobberup ANDERSEN,1,London 1948,1920.0,"


1

S

",103
Henri EBERHART,2,Berlin 1936,1913.0,"


1

S



1

B

",110
Douglas H. BENNETT,1,London 1948,1918.0,"


1

S

",105
Robert BOUTIGNY,2,London 1948,1917.0,"


1

B

",106
Horace HERRING,1,London 1948,1922.0,"


1

S

",101
Alessandro D'OTTAVIO,1,London 1948,1927.0,"


1

B

",96
Pascual Nicolas PEREZ,1,London 1948,1926.0,"


1

G

",97
Spartaco BANDINELLI,1,London 1948,1920.0,"


1

S

",103
Rafael IGLESIAS,1,London 1948,1924.0,"


1

G

",99
Gunnar NILSSON,1,London 1948,1923.0,"


1

S

",100
Gerald DREYER,1,London 1948,1929.0,"


1

G

",94
Joseph VISSERS,1,London 1948,1928.0,"


1

S

",95
Svend WAD,1,London 1948,1928.0,"


1

B

",95
Ernesto FORMENTI,1,London 1948,1927.0,"


1

G

",96
Dennis SHEPHERD,1,London 1948,1926.0,"


1

S

",97
George HUNTER,1,London 1948,1927.0,"


1

G

",96
Donald E. SCOTT,1,London 1948,1928.0,"


1

S

",95
Mauro CIA,1,London 1948,1919.0,"


1

B

",104
Ivano FONTANA,1,London 1948,1926.0,"


1

B

",97
Tibor CSIK,1,London 1948,1927.0,"


1

G

",96
Gianbattista ZUDDAS,1,London 1948,1928.0,"


1

S

",95
Hans MOSER,2,Berlin 1936,1901.0,"


1

G

",122
Alois PODHAJSKY,2,Berlin 1936,1898.0,"


1

B

",125
Earl THOMSON,3,Los Angeles 1932,1895.0,"


2

G



3

S

",128
Frank Sherman HENRY,1,London 1948,1909.0,"


1

G



2

S

",114
Maurice BURET,1,London 1948,1909.0,"


1

G

",114
William GRUT,1,London 1948,1914.0,"


1

G

",109
George Bissland MOORE,1,London 1948,1919.0,"


1

S

",104
Gösta GÄRDIN,1,London 1948,1923.0,"


1

B

",100
Ibrahim ORABI,2,Berlin 1936,1911.0,"


1

B

",112
Kenan OLCAY,1,London 1948,1913.0,"


1

S

",110
Reino KANGASMÄKI,1,London 1948,1916.0,"


1

B

",107
Celal ATIK,1,London 1948,1919.0,"


1

G

",104
Gösta FRÄNDFORS-JÖNSSON,2,Berlin 1936,1915.0,"


1

S



1

B

",108
Hermann BAUMANN,1,London 1948,1921.0,"


1

B

",102
Christian Henrik HANSEN,1,London 1948,1920.0,"


1

B

",103
Gazanfer BILGE,1,London 1948,1924.0,"


1

G

",99
Ivar SJÖLIN,1,London 1948,1918.0,"


1

S

",105
Adolf MÜLLER,1,London 1948,1914.0,"


1

B

",109
Ferenc TOTH,2,Berlin 1936,1909.0,"


1

B

",114
Nazuh AKAR,1,London 1948,1925.0,"


1

G

",98
Gerald Grant LEEMAN,1,London 1948,1922.0,"


1

S

",101
Mehmet OKTAV,1,London 1948,1921.0,"


1

G

",102
Ahmet KIREÇÇI,2,Berlin 1936,1914.0,"


1

G



1

B

",109
Tor NILSSON,1,London 1948,1919.0,"


1

S

",104
Glen BRAND,1,London 1948,1923.0,"


1

G

",100
Adil CANDEMIR,1,London 1948,1913.0,"


1

S

",110
Erik LINDEN,1,London 1948,1911.0,"


1

B

",112
Gyula BOBIS,2,Berlin 1936,1909.0,"


1

G

",114
Kurt PETERSEN,1,London 1948,1916.0,"


1

G

",107
Halil KAYA,1,London 1948,1919.0,"


1

B

",104
Lenni VIITALA,1,London 1948,1921.0,"


1

G

",102
Halit BALAMIR,1,London 1948,1921.0,"


1

S

",102
Thure JOHANSSON,1,London 1948,1912.0,"


1

B

",111
Fritz STÖCKLI,2,London 1948,1916.0,"


1

S

",107
Yasar DOGU,1,London 1948,1913.0,"


1

G

",110
Leland Gilbert Jr. MERRILL,1,London 1948,1920.0,"


1

B

",103
Karoly FERENCZ,1,London 1948,1913.0,"


1

B

",110
Abraham KURLAND,2,Los Angeles 1932,1912.0,"


1

S

",111
Lajos MASZLAY,3,Berlin 1936,1903.0,"


2

B

",120
René BOUGNOL,4,Los Angeles 1932,1911.0,"


2

G



1

S

",112
Paul Louis Jean VALCKE,3,Berlin 1936,1914.0,"


1

B

",109
George Vitez WORTH,4,London 1948,1915.0,"


1

B

",108
Tibor Andrew NYILAS,4,London 1948,1914.0,"


1

B

",109
Velleda CESARI,4,London 1948,1920.0,"


1

B

",103
Henri GUERIN,1,London 1948,1905.0,"


1

G

",118
Henri LEPAGE,1,London 1948,1908.0,"


1

G

",115
Carlo AGOSTONI,3,Amsterdam 1928,1909.0,"


1

G



2

S



1

B

",114
Kurt Oskar WIRES,2,London 1948,1919.0,"


2

G



1

S

",104
Eivind SKABO,1,London 1948,1916.0,"


1

B

",107
Ernest RIEDEL,2,Berlin 1936,1901.0,"


1

B

",122
Frantisek CAPEK,1,London 1948,1914.0,"


1

G

",109
Norman Douglas LANE,2,London 1948,1919.0,"


1

B

",104
Frank Isaac SPELLMAN,1,London 1948,1922.0,"


1

G

",101
Harold Toshiyuki SAKATA,1,London 1948,1920.0,"


1

S

",103
Gösta MAGNUSSON,1,London 1948,1915.0,"


1

B

",108
Ibrahim Hassanein SHAMS,2,Berlin 1936,1914.0,"


1

G



1

B

",109
Mahmoud FAYAD,1,London 1948,1925.0,"


1

G

",98
Jafar Mohammad SALMASSI,1,London 1948,1918.0,"


1

B

",105
Richard Watt Sung TOM,1,London 1948,1920.0,"


1

B

",103
Ruben URIZA CASTRO,1,London 1948,1920.0,"


1

G



1

S

",103
Henry Morison Vere NICOLL,1,London 1948,1908.0,"


1

B

",115
Jose NAVARRO MORENES,3,Paris 1924,1897.0,"


1

G



1

S

",126
Arthur CARR,1,London 1948,1910.0,"


1

B

",113
Jan Adrianus DE BRUINE,2,Berlin 1936,1903.0,"


1

S

",120
Helder De Sousa MARTINS,3,Paris 1924,1901.0,"


1

B

",122
Veikko HUHTANEN,1,London 1948,1919.0,"


3

G



1

S



1

B

",104
Frank Joseph CUMISKEY,3,Los Angeles 1932,1912.0,"


1

S

",111
Michael REUSCH,2,Berlin 1936,1914.0,"


1

G



4

S

",109
Aleksanteri SAARVALA,2,Berlin 1936,1913.0,"


2

G



1

B

",110
Emil STUDER,1,London 1948,1914.0,"


1

S

",109
Walter LEHMANN,1,London 1948,1919.0,"


3

S

",104
Christian KIPFER,1,London 1948,1921.0,"


1

S



1

B

",102
Robert LUCY,1,London 1948,1923.0,"


1

S

",100
Einari Allan TERÄSVIRTA,3,Los Angeles 1932,1914.0,"


1

G



3

B

",109
Savino GUGLIELMETTI,3,Los Angeles 1932,1911.0,"


2

G

",112
Karl FREI,1,London 1948,1917.0,"


1

G



1

S

",106
Ferenc VARKOI,1,London 1948,1916.0,"


1

B

",107
Laszlo BARANYAI,1,London 1948,1920.0,"


1

B

",103
Sulo Artur SALMI,1,London 1948,1914.0,"


1

G

",109
Gyözö MOGYOROSI,2,Berlin 1936,1914.0,"


1

B

",109
William M. Jr. SMITH,1,London 1948,1924.0,"


2

G

",99
György MITRO,1,London 1948,1930.0,"


1

S



1

B

",93
Alexandre JANY,4,London 1948,1929.0,"


2

B

",94
Walter Stephen RIS,1,London 1948,1924.0,"


2

G

",99
Alan Robert FORD,1,London 1948,1923.0,"


1

S

",100
Keith Eyre CARTER,1,London 1948,1924.0,"


1

S

",99
Ann Elisabeth CURTIS,1,London 1948,1926.0,"


2

G



1

S

",97
Karen Margrethe HARUP,1,London 1948,1924.0,"


1

G



2

S

",99
Catherine GIBSON,1,London 1948,1931.0,"


1

B

",92
Brenda Merserau HELSER,1,London 1948,1926.0,"


1

G

",97
Fritze Wulf CARSTENSEN,1,London 1948,1925.0,"


1

S

",98
Suzanne Winona ZIMMERMAN,1,London 1948,1925.0,"


1

S

",98
Judith Joy DAVIES,2,London 1948,1928.0,"


1

B

",95
Robert Elmer COWELL,1,London 1948,1924.0,"


1

S

",99
Georges VALLEREY JR.,1,London 1948,1927.0,"


1

B

",96
Marie-Louise Jean LINSSEN-VAESSEN,2,London 1948,1928.0,"


1

S



2

B

",95
Petronella (Nel) VAN VLIET,1,London 1948,1926.0,"


1

G

",97
Beatrice Nancy LYONS,2,London 1948,1930.0,"


1

S

",93
Joseph Thomas VERDEUR,1,London 1948,1926.0,"


1

G

",97
Robert Raymond SOHL,1,London 1948,1928.0,"


1

B

",95
Laszlo JENEI,4,London 1948,1923.0,"


2

G



1

S



1

B

",100
Bernard CHEVALLIER,1,London 1948,1912.0,"


1

G

",111
Robert SELFELT,1,London 1948,1903.0,"


1

S



1

B

",120
Charles Howard ANDERSON,1,London 1948,1914.0,"


1

G

",109
Sigurd SVENSSON,1,London 1948,1912.0,"


1

S

",111
Joaquin SOLANO CHAGOYA,1,London 1948,1913.0,"


1

B

",110
Pierre MUSY,2,Garmisch-Partenkirchen 1936,1910.0,"


1

G

",113
Jose BEYAERT,1,London 1948,1925.0,"


1

G



1

B

",98
Lode Alphonse WOUTERS,1,London 1948,1929.0,"


1

G



1

B

",94
Leon DELATHOUWER,1,London 1948,1929.0,"


1

G

",94
Robert John MAITLAND,1,London 1948,1924.0,"


1

S

",99
Alain MOINEAU,1,London 1948,1928.0,"


1

B

",95
Eugene VAN ROSOSBROECK,1,London 1948,1928.0,"


1

G

",95
Lievin LERNO,1,London 1948,1927.0,"


1

G

",96
Alice Marie COACHMAN,1,London 1948,1923.0,"


1

G

",100
Micheline OSTERMEYER,1,London 1948,1922.0,"


2

G



1

B

",101
Dorothy Gladys MANLEY,1,London 1948,1927.0,"


1

S

",96
Patricia JONES,1,London 1948,1930.0,"


1

B

",93
Marcel HANSENNE,1,London 1948,1917.0,"


1

B

",106
Robert CHEF D'HOTEL,1,London 1948,1922.0,"


1

S

",101
Audrey Doreen Swayne WILLIAMSON,1,London 1948,1926.0,"


1

S

",97
William Samuel STEELE,1,London 1948,1923.0,"


1

G

",100
Thomas Theodore BRUCE,1,London 1948,1923.0,"


1

S

",100
Herbert Paul Jr. DOUGLAS,1,London 1948,1922.0,"


1

B

",101
Lorenzo Christopher WRIGHT,1,London 1948,1926.0,"


1

G

",97
Ingemar JOHANSSON,1,London 1948,1924.0,"


1

S

",99
Tore SJÖSTRAND,1,London 1948,1921.0,"


1

G

",102
Göte HAGSTRÖM,1,London 1948,1918.0,"


1

B

",105
Harold Norwood EWELL,1,London 1948,1918.0,"


1

G



2

S

",105
Lloyd LABEACH,1,London 1948,1924.0,"


2

B

",99
Alastair MCCORQUODALE,1,London 1948,1925.0,"


1

S

",98
Melvin Emery PATTON,1,London 1948,1924.0,"


2

G

",99
Duncan WHITE,1,London 1948,1918.0,"


1

S

",105
Robert Howard BENNETT,1,London 1948,1919.0,"


1

B

",104
Henry ERIKSSON,1,London 1948,1920.0,"


1

G

",103
Lennart STRAND,1,London 1948,1921.0,"


1

S

",102
William Franklin III PORTER,1,London 1948,1926.0,"


1

G

",97
Clyde SCOTT,1,London 1948,1924.0,"


1

S

",99
Craig DIXON,1,London 1948,1926.0,"


1

B

",97
Maureen Angela Jane GARDNER,1,London 1948,1928.0,"


1

S

",95
Roy Braxton COCHRAN,1,London 1948,1919.0,"


2

G

",104
Rune LARSSON,2,London 1948,1924.0,"


2

B

",99
Amelia PICCININI,1,London 1948,1917.0,"


1

S

",106
Ine SCHÄFFER-MAYER,1,London 1948,1923.0,"


1

B

",100
Jacqueline MAZEAS,1,London 1948,1920.0,"


1

B

",103
Jadwiga WAJSOURNA,3,Los Angeles 1932,1912.0,"


1

S



1

B

",111
Clifford Frederick BOURLAND,1,London 1948,1921.0,"


1

G

",102
Thomas John Henry RICHARDS,1,London 1948,1910.0,"


1

S

",113
Etienne GAILLY,1,London 1948,1922.0,"


1

B

",101
Wilbur Marvin THOMPSON,1,London 1948,1921.0,"


1

G

",102
Francis James DELANEY,1,London 1948,1921.0,"


1

S

",102
Gaston GODEL,1,London 1948,1914.0,"


1

S

",109
Terence Lloyd JOHNSON,2,Berlin 1936,1900.0,"


1

B

",123
Owen Guinn SMITH,1,London 1948,1920.0,"


1

G

",103
John WINTER,1,London 1948,1924.0,"


1

G

",99
Bjorn Andreas PAULSON,1,London 1948,1923.0,"


1

S

",100
George Anthony STANICH,1,London 1948,1928.0,"


1

B

",95
Ruhi SARIALP,1,London 1948,1924.0,"


1

B

",99
Noemi SIMONETTO DE PORTELA,1,London 1948,1926.0,"


1

S

",97
Ann-Britt LEYMAN,1,London 1948,1922.0,"


1

B

",101
Gerda Johanna Marie VAN DER KADE-KOUDIJS,1,London 1948,1923.0,"


1

G

",100
Kaj Tapio RAUTAVAARA,1,London 1948,1915.0,"


1

G

",108
Stephen Andrew SEYMOUR,1,London 1948,1920.0,"


1

S

",103
Jozsef VARSZEGI,3,Berlin 1936,1910.0,"


1

B

",113
Martti HUHTALA,1,St. Moritz 1948,1918.0,"


1

S

",105
Sven ISRAELSSON,1,St. Moritz 1948,1920.0,"


1

B

",103
Nino BIBBIA,1,St. Moritz 1948,1924.0,"


1

G

",99
John HEATON,3,St. Moritz 1928,1908.0,"


2

S



1

B

",115
John CRAMMOND,1,St. Moritz 1948,1906.0,"


1

B

",117
Gretchen FRASER,1,St. Moritz 1948,1919.0,"


1

G



1

S

",104
Antoinette MEYER,1,St. Moritz 1948,1920.0,"


1

S

",103
Resi HAMMERER,1,St. Moritz 1948,1925.0,"


1

B

",98
Laila SCHOU-NILSEN,2,Garmisch-Partenkirchen 1936,1919.0,"


1

B

",104
Hedy SCHLUNEGGER,1,St. Moritz 1948,1923.0,"


1

G

",100
Karl MOLITOR,1,St. Moritz 1948,1920.0,"


1

S



1

B

",103
Edi REINALTER,1,St. Moritz 1948,1920.0,"


1

G

",103
Franz GABL,1,St. Moritz 1948,1921.0,"


1

S

",102
Rolf OLINGER,1,St. Moritz 1948,1924.0,"


1

B

",99
Hans GERSCHWILER,1,St. Moritz 1948,1920.0,"


1

S

",103
Edi RADA,1,St. Moritz 1948,1922.0,"


1

B

",101
Ede KIRALY,1,St. Moritz 1948,1926.0,"


1

S

",97
Wallace DIESTELMEYER,1,St. Moritz 1948,1929.0,"


1

B

",94
Barbara Ann SCOTT,1,St. Moritz 1948,1928.0,"


1

G

",95
Eva PAWLIK,1,St. Moritz 1948,1927.0,"


1

S

",96
Petter HUGSTED,1,St. Moritz 1948,1921.0,"


1

G

",102
Birger RUUD,3,Lake Placid 1932,1911.0,"


2

G



1

S

",112
Thorleif SCHJELDERUP,1,St. Moritz 1948,1920.0,"


1

B

",103
Harald ERIKSSON,1,St. Moritz 1948,1921.0,"


1

S

",102
Benjamin VANNINEN,1,St. Moritz 1948,1921.0,"


1

B

",102
Martin LUNDSTRÖM,2,St. Moritz 1948,1918.0,"


2

G



1

B

",105
Nils ÖSTENSSON,1,St. Moritz 1948,1918.0,"


1

G



1

S

",105
Sauli RYTKY,1,St. Moritz 1948,1918.0,"


1

S

",105
Teuvo LAUKKANEN,1,St. Moritz 1948,1919.0,"


1

S

",104
Olav I. HAGEN,1,St. Moritz 1948,1921.0,"


1

B

",102
Erling EVENSEN,1,St. Moritz 1948,1914.0,"


1

B

",109
Reidar NYBORG,1,St. Moritz 1948,1923.0,"


1

B

",100
Thomas BYBERG,1,St. Moritz 1948,1916.0,"


1

S

",107
Sverre FARSTAD,1,St. Moritz 1948,1920.0,"


1

G

",103
Ake SEYFFARTH,1,St. Moritz 1948,1919.0,"


1

G



1

S

",104
Antero OJALA,2,Garmisch-Partenkirchen 1936,1916.0,"


1

B

",107
Odd LUNDBERG,1,St. Moritz 1948,1917.0,"


1

S



1

B

",106
Max STIEPL,2,Garmisch-Partenkirchen 1936,1914.0,"


1

B

",109
Reidar LIAKLEV,1,St. Moritz 1948,1917.0,"


1

G

",106
Charles MATHISEN,2,Garmisch-Partenkirchen 1936,1911.0,"


1

G

",112
Ludwig STUBBENDORF,1,Berlin 1936,1906.0,"


2

G

",117
Hans Matthiesen LUNDING,1,Berlin 1936,1899.0,"


1

B

",124
Rudolf LIPPERT,2,Amsterdam 1928,1900.0,"


1

G

",123
Alec SCOTT,1,Berlin 1936,1997.0,"


1

B

",26
Takeichi NISHI,2,Los Angeles 1932,1902.0,"


1

G

",121
Henryk ROYCEWICZ,1,Berlin 1936,1898.0,"


1

S

",125
Zdzislaw KAWECKI,1,Berlin 1936,1902.0,"


1

S

",121
Edward Dacre HOWARD-VYSE,1,Berlin 1936,1905.0,"


1

B

",118
Seweryn KULESZA,1,Berlin 1936,1900.0,"


1

S

",123
Konrad VON WANGENHEIM,1,Berlin 1936,1909.0,"


1

G

",114
Richard Gennys FANSHAWE,1,Berlin 1936,1906.0,"


1

B

",117
Charles Ferdinand PAHUD DE MORTANGES,4,Paris 1924,1886.0,"


4

G



1

S

",137
Trebisonda VALLA,1,Berlin 1936,1916.0,"


1

G

",107
Anni STEUER,1,Berlin 1936,1913.0,"


1

S

",110
John LOVELOCK,2,Los Angeles 1932,1910.0,"


1

G

",113
Glenn CUNNINGHAM,2,Los Angeles 1932,1909.0,"


1

S

",114
Luigi BECCALI,3,Amsterdam 1928,1907.0,"


1

G



1

B

",116
John CORNES,2,Los Angeles 1932,1910.0,"


1

S

",113
Hans WOELLKE,1,Berlin 1936,1911.0,"


1

G

",112
Sulo BÄRLUND,1,Berlin 1936,1910.0,"


1

S

",113
Gerhard STÖCK,1,Berlin 1936,1911.0,"


1

G



1

B

",112
Frantisek DOUDA,3,Amsterdam 1928,1908.0,"


1

B

",115
Glenn Edward MORRIS,1,Berlin 1936,1912.0,"


1

G

",111
Robert Hyatt CLARK,1,Berlin 1936,1913.0,"


1

S

",110
John Jack PARKER,1,Berlin 1936,1915.0,"


1

B

",108
Akiles Eero Johannes JÄRVINEN,3,Amsterdam 1928,1905.0,"


2

S

",118
Mathilde (Tilly) FLEISCHER,2,Los Angeles 1932,1911.0,"


1

G



1

B

",112
Luise KRÜGER,1,Berlin 1936,1915.0,"


1

S

",108
Marja Jadwiga KWASNIEWSKA-MALESZEWSKA,1,Berlin 1936,1913.0,"


1

B

",110
Gunnar HÖCKERT,1,Berlin 1936,1910.0,"


1

G

",113
Lauri Aleksanteri LEHTINEN,2,Los Angeles 1932,1908.0,"


1

G



1

S

",115
Henry JONSSON-KÄLARNE,1,Berlin 1936,1912.0,"


1

B

",111
Ilmari SALMINEN,1,Berlin 1936,1902.0,"


1

G

",121
Jesse OWENS,1,Berlin 1936,1913.0,"


4

G

",110
Matthew Mackenzie ROBINSON,1,Berlin 1936,1914.0,"


1

S

",109
Martinus OSENDARP,1,Berlin 1936,1916.0,"


2

B

",107
Gianni CALDANA,1,Berlin 1936,1913.0,"


1

S

",110
Earle Elmer MEADOWS,1,Berlin 1936,1913.0,"


1

G

",110
Shuhei NISHIDA,2,Los Angeles 1932,1910.0,"


2

S

",113
Sueo OE,1,Berlin 1936,1914.0,"


1

B

",109
Ibolya CSAK,1,Berlin 1936,1915.0,"


1

G

",108
Elfriede KAUN,1,Berlin 1936,1914.0,"


1

B

",109
Annette Joan ROGERS,2,Los Angeles 1932,1913.0,"


2

G

",110
Kitei SON,1,Berlin 1936,1914.0,"


1

G

",109
Ernest HARPER,3,Paris 1924,1902.0,"


1

S

",121
Shoryu NAN,1,Berlin 1936,1912.0,"


1

B

",111
Juan Carlos ZABALA,2,Los Angeles 1932,1911.0,"


1

G

",112
John Youie WOODRUFF,1,Berlin 1936,1915.0,"


1

G

",108
Mario LANZI,1,Berlin 1936,1914.0,"


1

S

",109
Forrest Grady TOWNS,1,Berlin 1936,1914.0,"


1

G

",109
Donald FINLAY,3,Los Angeles 1932,1909.0,"


1

S



1

B

",114
Frederick Douglas Jr. POLLARD,1,Berlin 1936,1915.0,"


1

B

",108
Cornelius Cooper JOHNSON,2,Los Angeles 1932,1913.0,"


1

G

",110
David Donald ALBRITTON,1,Berlin 1936,1913.0,"


1

S

",110
Delos Packard THURBER,1,Berlin 1936,1916.0,"


1

B

",107
John Patrick METCALFE,1,Berlin 1936,1912.0,"


1

B

",111
Simeon Galvez TORIBIO,3,Amsterdam 1928,1905.0,"


1

B

",118
Helen Herring STEPHENS,1,Berlin 1936,1918.0,"


2

G

",105
Stanislawa WALASIEWICZ,2,Los Angeles 1932,1911.0,"


1

G



1

S

",112
Käthe KRAUSS,1,Berlin 1936,1906.0,"


1

B

",117
Arvo ASKOLA,1,Berlin 1936,1909.0,"


1

S

",114
Volmari ISO-HOLLO,2,Los Angeles 1932,1907.0,"


2

G



1

S



1

B

",116
Gisela MAUERMAYER,1,Berlin 1936,1913.0,"


1

G

",110
Paula MOLLENHAUER,2,Amsterdam 1928,1908.0,"


1

B

",115
William Kenneth CARPENTER,1,Berlin 1936,1913.0,"


1

G

",110
Gordon Glover DUNN,1,Berlin 1936,1912.0,"


1

S

",111
Giorgio OBERWEGER,2,Berlin 1936,1913.0,"


1

B

",110
Archibald Franklin WILLIAMS,1,Berlin 1936,1915.0,"


1

G

",108
Arthur Godfrey Kilner BROWN,1,Berlin 1936,1915.0,"


1

G



1

S

",108
William ROBERTS,2,Berlin 1936,1912.0,"


1

G

",111
John Wilfred LOARING,1,Berlin 1936,1915.0,"


1

S

",108
Karl HEIN,1,Berlin 1936,1908.0,"


1

G

",115
Erwin BLASK,1,Berlin 1936,1910.0,"


1

S

",113
Alfred WARNGARD,1,Berlin 1936,1907.0,"


1

B

",116
Frans Wilhelmi PÖRHÖLÄ,4,Antwerp 1920,1897.0,"


1

G



1

S

",126
Glenn Foster HARDIN,2,Los Angeles 1932,1910.0,"


1

G



1

S

",113
Miguel S. WHITE,1,Berlin 1936,1909.0,"


1

B

",114
Ralph METCALFE,2,Los Angeles 1932,1910.0,"


1

G



2

S



1

B

",113
Frank Clifford WYKOFF,3,Amsterdam 1928,1909.0,"


3

G

",114
Erich BORCHMEYER,2,Los Angeles 1932,1905.0,"


1

S



1

B

",118
Carl Ludwig Luz LONG,1,Berlin 1936,1913.0,"


1

S

",110
Naoto TAJIMA,2,Los Angeles 1932,1912.0,"


1

G



1

B

",111
Wilhelm LEICHUM,1,Berlin 1936,1911.0,"


1

B

",112
Kaarlo Jalmari TUOMINEN,1,Berlin 1936,1908.0,"


1

S

",115
Alfred DOMPERT,1,Berlin 1936,1914.0,"


1

B

",109
Joseph Paul MCCLUSKEY,2,Los Angeles 1932,1911.0,"


1

B

",112
Masao HARADA,1,Berlin 1936,1912.0,"


1

S

",111
Kenkichi OSHIMA,2,Los Angeles 1932,1908.0,"


1

B

",115
Arthur SCHWAB,3,Paris 1924,1896.0,"


1

S

",127
Adalberts BUBENKO,1,Berlin 1936,1910.0,"


1

B

",113
Janis DALINS,2,Los Angeles 1932,1904.0,"


1

S

",119
Yrjo Jouko NIKKANEN,1,Berlin 1936,1914.0,"


1

S

",109
Kaarlo Kalervo TOIVONEN,1,Berlin 1936,1913.0,"


1

B

",110
Matti Henrik JARVINEN,2,Los Angeles 1932,1909.0,"


1

G

",114
Arie Gerrit VAN VLIET,1,Berlin 1936,1916.0,"


1

G



1

S

",107
Pierre GEORGET,1,Berlin 1936,1917.0,"


1

S



1

B

",106
Rudolf KARSCH,1,Berlin 1936,1913.0,"


1

B

",110
Anton (Toni) MERKENS,1,Berlin 1936,1912.0,"


1

G

",111
Louis CHAILLOT,2,Los Angeles 1932,1914.0,"


1

G



1

S



1

B

",109
Edgar Laurence GRAY,3,Amsterdam 1928,1906.0,"


1

G



1

B

",117
Franco RICCARDI,3,Amsterdam 1928,1905.0,"


3

G



1

S

",118
Saverio RAGNO,3,Los Angeles 1932,1902.0,"


1

G



3

S

",121
Giancarlo C. CORNAGGIA-MEDICI,3,Amsterdam 1928,1904.0,"


3

G



1

S



1

B

",119
Hans DRAKENBERG,1,Berlin 1936,1901.0,"


1

S

",122
Henrique CUNHA DA SILVEIRA,4,Antwerp 1920,1901.0,"


1

B

",122
Endre KABOS,2,Los Angeles 1932,1906.0,"


3

G



1

B

",117
Gustavo MARZI,3,Amsterdam 1928,1908.0,"


2

G



5

S

",115
Laszlo RAJCSANYI,3,Berlin 1936,1907.0,"


3

G

",116
Giulio GAUDINI,4,Paris 1924,1904.0,"


3

G



4

S



2

B

",119
Helene MAYER,3,Amsterdam 1928,1910.0,"


1

G



1

S

",113
Edouard GARDERE,2,Los Angeles 1932,1909.0,"


1

G



2

S

",114
Giorgio BOCCHINO,1,Berlin 1936,1913.0,"


1

G



1

B

",110
Erwin CASMIR,3,Amsterdam 1928,1895.0,"


1

S



2

B

",128
Gioachino GUARAGNA,3,Amsterdam 1928,1908.0,"


2

G



1

S

",115
Raymond BRU,3,Amsterdam 1928,1906.0,"


1

B

",117
André GARDERE,1,Berlin 1936,1913.0,"


1

S

",110
Georges Camille DE BOURGIGNON,4,Los Angeles 1932,1910.0,"


1

B

",113
Dorothy POYNTON-HILL,3,Amsterdam 1928,1915.0,"


2

G



1

S



1

B

",108
Velma Clancy DUNN PLOESSEL,1,Berlin 1936,1918.0,"


1

S

",105
Käthe KÖHLER,1,Berlin 1936,1913.0,"


1

B

",110
Marshall WAYNE,1,Berlin 1936,1912.0,"


1

G



1

S

",111
Elbert Alonzo ROOT,1,Berlin 1936,1915.0,"


1

S

",108
Hermann STORK,1,Berlin 1936,1911.0,"


1

B

",112
Frank Allen KURTZ,2,Los Angeles 1932,1911.0,"


1

B

",112
Richard Kempster DEGENER,2,Los Angeles 1932,1912.0,"


1

G



1

B

",111
Alan GREENE,1,Berlin 1936,1911.0,"


1

B

",112
Marjorie GESTRING,1,Berlin 1936,1922.0,"


1

G

",101
Katherine Louise RAWLS,2,Los Angeles 1932,1918.0,"


2

S



1

B

",105
Ivar JOHANSSON,3,Amsterdam 1928,1903.0,"


3

G

",120
Ludwig SCHWEIKERT,1,Berlin 1936,1915.0,"


1

S

",108
Jozsef PALOTAS,1,Berlin 1936,1911.0,"


1

B

",112
Väinö Anselmi KOKKINEN,3,Amsterdam 1928,1899.0,"


2

G

",124
Rudolf SVEDBERG,1,Berlin 1936,1910.0,"


1

G

",113
Fritz SCHAFER,1,Berlin 1936,1912.0,"


1

S

",111
